"Number","Name","Type1","Type2","Male","Female","WeightClass","Size","BaseHP","BaseAtk","BaseDef","BaseSpAtk","BaseSpDef","BaseSpeed","NumberEvols","Capabilities","Skills","MinimumLevel"
572,"Minccino",13,0,25,75,1,"Small",6,5,4,4,4,8,1,"Overland 5, Swim 3, Burrow 3, Jump 2/2, Power 1, Intelligence 3, Underdog","Athl 1d6, Acro 3d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 1d6",1
573,"Cinccino",13,0,25,75,1,"Small",8,10,6,7,6,12,0,"Overland 7, Swim 3, Burrow 5, Jump 2/3, Power 2, Intelligence 4","Athl 2d6, Acro 4d6+1, Combat 2d6+3, Stealth 2d6, Percep 4d6, Focus 3d6",1
574,"Gothita",15,0,25,75,1,"Small",5,3,5,6,7,5,2,"Overland 4, Swim 2, Jump 1/1, Power 1, Intelligence 4, Telekinetic, Telepath, Underdog","Athl 2d6, Acro 3d6, Combat 1d6, Stealth 3d6, Percep 3d6+2, Focus 3d6",1
575,"Gothorita",15,0,25,75,2,"Small",6,5,7,8,9,6,1,"Overland 5, Swim 2, Jump 2/2, Power 3, Intelligence 4, Telekinetic, Telepath, Underdog","Athl 2d6+2, Acro 3d6+2, Combat 2d6, Stealth 2d6+2, Percep 4d6+1, Focus 3d6+2",25
576,"Gothitelle",15,0,25,75,3,"Medium",7,6,10,10,11,7,0,"Overland 6, Swim 3, Jump 2/1, Power 4, Intelligence 5, Telekinetic, Telepath","Athl 2d6+2, Acro 2d6+4, Combat 3d6, Stealth 2d6+2, Percep 5d6+1, Focus 4d6",40
577,"Solosis",15,0,50,50,1,"Small",5,3,4,11,5,2,2,"Overland 2, Swim 1, Levitate 4, Jump 1/1, Power 1, Intelligence 3, Telekinetic, Underdog","Athl 1d6+2, Acro 1d6, Combat 1d6, Stealth 2d6+2, Percep 3d6, Focus 3d6",1
578,"Duosion",15,0,50,50,1,"Small",7,4,5,13,6,3,1,"Overland 2, Swim 2, Levitate 4, Jump 1/1, Power 2, Intelligence 5, Telekinetic, Telepath, Underdog","Athl 2d6, Acro 1d6, Combat 2d6, Stealth 2d6+2, Percep 3d6+2, Focus 4d6+2",25
579,"Reuniclus",15,0,50,50,2,"Medium",11,7,8,13,9,3,0,"Overland 3, Swim 2, Levitate 4, Jump 2/1, Power 7, Intelligence 7, Telekinetic, Telepath","Athl 3d6, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 4d6, Focus 6d6+2",40
580,"Ducklett",18,8,50,50,1,"Small",6,4,5,4,5,6,1,"Overland 3, Swim 4, Sky 4, Jump 2/3, Power 1, Intelligence 3, Fountain, Underdog","Athl 1d6, Acro 3d6, Combat 1d6, Stealth 3d6, Percep 2d6, Focus 2d6",1
581,"Swanna",18,8,50,50,2,"Medium",8,9,6,9,6,10,0,"Overland 4, Swim 5, Sky 7, Jump 2/3, Power 2, Intelligence 4, Fountain, Guster","Athl 2d6, Acro 3d6+2, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 3d6",35
582,"Vanillite",12,0,50,50,1,"Small",4,5,5,7,6,5,2,"Overland 3, Swim 2, Levitate 4, Jump 1/1, Power 1, Intelligence 3, Chilled, Freezer, Naturewalk (Tundra), Underdog","Athl 2d6, Acro 2d6+2, Combat 2d6-1, Stealth 3d6, Percep 2d6, Focus 2d6",1
583,"Vanillish",12,0,50,50,3,"Medium",5,7,7,8,8,6,1,"Overland 3, Swim 2, Levitate 5, Jump 1/1, Power 2, Intelligence 3, Chilled, Freezer, Naturewalk (Tundra), Underdog","Athl 3d6+2, Acro 2d6+2, Combat 2d6+2, Stealth 2d6, Percep 2d6, Focus 3d6",35
584,"Vanilluxe",12,0,50,50,4,"Medium",7,10,9,11,10,8,0,"Overland 3, Swim 3, Levitate 6, Jump 1/1, Power 3, Intelligence 4, Chilled, Freezer, Naturewalk (Tundra)","Athl 4d6+2, Acro 2d6+2, Combat 3d6+1, Stealth 2d6, Percep 2d6, Focus 4d6",45
585,"Deerling",13,10,50,50,2,"Small",6,6,5,4,5,8,1,"Overland 4, Jump 2/1, Power 2, Intelligence 3, Pack Mon, Naturewalk (Grassland, Forest), Underdog","Athl 2d6, Acro 3d6+1, Combat 1d6+1, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
586,"Sawsbuck",13,10,50,50,4,"Large",8,10,7,6,7,10,0,"Overland 6, Jump 2/2, Power 5, Intelligence 4, Pack Mon, Mountable 1, Naturewalk (Grassland, Forest)","Athl 4d6, Acro 4d6+2, Combat 3d6, Stealth 3d6+1, Percep 3d6, Focus 2d6+2",35
587,"Emolga",4,8,50,50,1,"Small",6,8,6,8,6,10,0,"Overland 4, Swim 3, Sky 4, Jump 3/4, Power 1, Intelligence 4, Zapper, Underdog","Athl 4d6+2, Acro 5d6+3, Combat 2d6, Stealth 4d6+4, Percep 2d6+1, Focus 2d6+2",1
588,"Karrablast",1,0,50,50,1,"Small",5,8,5,4,5,6,1,"Overland 4, Swim 2, Jump 1/2, Power 2, Intelligence 3, Underdog","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 2d6+2",1
589,"Escavalier",1,17,50,50,3,"Medium",7,14,11,6,11,2,0,"Overland 5, Swim 3, Sky 7, Jump 1/1, Power 4, Intelligence 4","Athl 4d6+2, Acro 3d6+2, Combat 4d6+2, Stealth 3d6-1, Percep 3d6, Focus 3d6+2",20
590,"Foongus",10,14,50,50,1,"Small",7,6,5,6,6,2,1,"Overland 4, Swim 1, Jump 1/1, Power 2, Intelligence 3, Naturewalk (Grassland, Forest), Mushroom Harvest, Shrinkable, Underdog","Athl 2d6, Acro 1d6+1, Combat 1d6, Stealth 3d6+2, Percep 2d6, Focus 2d6+1",1
591,"Amoonguss",10,14,50,50,1,"Small",11,9,7,9,8,3,0,"Overland 5, Swim 1, Jump 1/1, Power 4, Intelligence 4, Naturewalk (Grassland, Forest), Mushroom Harvest, Shrinkable","Athl 3d6+1, Acro 1d6+1, Combat 2d6+1, Stealth 4d6+2, Percep 4d6, Focus 3d6+2",35
592,"Frillish",18,9,50,50,3,"Medium",6,4,5,7,9,4,1,"Overland 1, Swim 4, Jump 2/2, Power 1, Intelligence 3, Darkvision, Dead Silent, Fountain, Invisibility, Underdog","Athl 1d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 2d6, Focus 2d6",1
593,"Jellicent",18,9,50,50,5,"Large",10,6,7,9,11,6,0,"Overland 1, Swim 6, Jump 2/2, Power 3, Intelligence 4, Darkvision, Dead Silent, Fountain, Invisibility","Athl 3d6, Acro 2d6, Combat 3d6, Stealth 3d6, Percep 2d6, Focus 3d6",35
594,"Alomomola",18,0,50,50,3,"Medium",17,8,8,4,5,7,0,"Overland 1, Swim 6, Jump 2/3, Power 5, Intelligence 4, Fountain","Athl 4d6+2, Acro 4d6+2, Combat 2d6, Stealth 2d6+1, Percep 3d6, Focus 4d6+1",1
595,"Joltik",1,4,50,50,1,"Small",5,5,5,6,5,7,1,"Overland 4, Swim 2, Jump 1/1, Power 1, Intelligence 3, Naturewalk (Grassland, Forest), Zapper, Threaded, Wallclimber, Underdog","Athl 1d6, Acro 3d6, Combat 2d6, Stealth 4d6, Percep 2d6+2, Focus 2d6",1
596,"Galvantula",1,4,50,50,2,"Medium",7,8,6,10,6,11,0,"Overland 6, Swim 3, Jump 2/2, Power 2, Intelligence 4, Naturewalk (Grassland, Forest), Zapper, Threaded, Wallclimber","Athl 3d6+2, Acro 4d6, Combat 3d6, Stealth 3d6, Percep 3d6+2, Focus 3d6",35
597,"Ferroseed",10,17,50,50,2,"Small",4,5,9,2,9,1,1,"Overland 3, Swim 1, Jump 1/1, Power 4, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 2d6+1, Acro 2d6, Combat 2d6, Stealth 2d6+1, Percep 2d6+1, Focus 2d6+2",1
598,"Ferrothorn",10,17,50,50,5,"Medium",7,9,13,5,12,2,0,"Overland 4, Swim 2, Jump 0/1, Power 7, Intelligence 4, Naturewalk (Grassland, Forest)","Athl 3d6+1, Acro 3d6, Combat 3d6+2, Stealth 2d6, Percep 3d6+2, Focus 4d6+2",35
599,"Klink",17,0,0,0,2,"Small",4,6,7,5,6,3,2,"Overland 1, Swim 2, Levitate 3, Jump 1/1, Power 3, Intelligence 3, Zapper, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 2d6, Percep 2d6+1, Focus 2d6+1",1
600,"Klang",17,0,0,0,4,"Small",6,8,10,7,9,5,1,"Overland 1, Swim 3, Levitate 3, Jump 1/1, Power 5, Intelligence 4, Zapper, Underdog","Athl 3d6+1, Acro 2d6, Combat 3d6-1, Stealth 2d6, Percep 3d6+1, Focus 3d6+1",35
601,"Klinklang",17,0,0,0,4,"Medium",6,10,12,7,9,9,0,"Overland 1, Swim 3, Levitate 4, Jump 1/1, Power 7, Intelligence 5, Zapper","Athl 4d6+1, Acro 2d6, Combat 4d6-2, Stealth 2d6, Percep 4d6+1, Focus 4d6+1",45
602,"Tynamo",4,0,50,50,1,"Small",4,6,6,5,4,6,2,"Overland 2, Swim 2, Levitate 4, Swim 5, Jump 1/1, Power 1, Intelligence 2, Zapper, Glow, Underdog","Athl 2d6+1, Acro 2d6+1, Combat 1d6, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
603,"Eelektrik",4,0,50,50,2,"Medium",7,9,7,8,7,4,1,"Overland 4, Swim 4, Levitate 4, Swim 5, Jump 1/1, Power 4, Intelligence 3, Zapper, Glow, Gilled, Underdog","Athl 3d6+1, Acro 2d6+2, Combat 2d6+3, Stealth 4d6+2, Percep 3d6+2, Focus 2d6+1",30
604,"Eelektross",4,0,50,50,4,"Large",9,12,8,11,8,5,0,"Overland 5, Swim 5, Levitate 5, Swim 5, Jump 1/1, Power 6, Intelligence 4, Zapper, Glow, Gilled, Mountable 1","Athl 4d6+2, Acro 2d6+2, Combat 4d6+1, Stealth 4d6+2, Percep 3d6+2, Focus 2d6+1",30
605,"Elgyem",15,0,50,50,1,"Small",6,6,6,9,6,3,1,"Overland 2, Levitate 4, Jump 1/1, Power 1, Intelligence 5, Telekinetic, Telepath, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 2d6+1, Percep 3d6+1, Focus 3d6+2",1
606,"Beheeyem",15,0,50,50,3,"Medium",8,8,8,13,10,4,0,"Overland 3, Swim 3, Levitate 6, Jump 1/1, Power 3, Intelligence 6, Telekinetic, Telepath","Athl 3d6, Acro 2d6, Combat 3d6, Stealth 3d6+1, Percep 4d6+2, Focus 5d6+4",35
607,"Litwick",9,7,50,50,1,"Small",5,3,6,7,6,2,2,"Overland 1, Swim 2, Levitate 5, Jump 1/1, Power 1, Intelligence 4, Darkvision, Dead Silent, Phasing, Glow, Invisibility, Firestarter, Heater, Shrinkable, Underdog","Athl 1d6, Acro 2d6+2, Combat 1d6, Stealth 3d6, Percep 3d6, Focus 2d6",1
608,"Lampent",9,7,50,50,2,"Small",6,4,6,10,6,6,1,"Overland 1, Swim 3, Jump 1/1, Levitate 6, Power 2, Intelligence 4, Darkvision, Dead Silent, Phasing, Glow, Invisibility, Firestarter, Heater, Shrinkable","Athl 1d6, Acro 3d6+1, Combat 2d6+2, Stealth 3d6, Percep 3d6+2, Focus 3d6+1",30
609,"Chandelure",9,7,50,50,2,"Medium",6,6,9,15,9,8,0,"Overland 1, Swim 4, Jump 1/1, Levitate 7, Power 3, Intelligence 4, Darkvision, Dead Silent, Phasing, Glow, Invisibility, Firestarter, Heater, Shrinkable","Athl 2d6, Acro 3d6, Combat 3d6+3, Stealth 4d6, Percep 4d6+2, Focus 4d6+3",30
610,"Axew",3,0,50,50,2,"Small",5,9,6,3,4,6,2,"Overland 4, Swim 2, Jump 1/1, Power 3, Intelligence 2, Underdog","Athl 2d6+2, Acro 2d6, Combat 2d6, Stealth 3d6+1 , Percep 2d6+1, Focus 2d6",1
611,"Fraxure",3,0,50,50,3,"Medium",7,12,7,4,5,7,1,"Overland 5, Swim 3, Jump 1/2, Power 4, Intelligence 3, Underdog","Athl 3d6+2, Acro 2d6, Combat 3d6+3, Stealth 2d6+1, Percep 3d6+1, Focus 3d6",35
612,"Haxorus",3,0,50,50,5,"Medium",8,15,9,6,7,10,0,"Overland 7, Swim 4, Jump 2/2, Power 8, Intelligence 4","Athl 5d6+2, Acro 2d6, Combat 5d6, Stealth 2d6 , Percep 3d6+1, Focus 4d6",45
613,"Cubchoo",12,0,50,50,1,"Small",6,7,4,6,4,4,1,"Overland 4, Swim 3, Jump 1/1, Power 2, Intelligence 3, Freezer, Chilled, Naturewalk (Tundra), Underdog","Athl 2d6, Acro 2d6+1, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
614,"Beartic",12,0,50,50,6,"Large",10,11,8,7,8,5,0,"Overland 6, Swim 4, Jump 1/2, Power 7, Intelligence 4, Freezer, Chilled, Naturewalk (Tundra)","Athl 4d6+1, Acro 2d6, Combat 4d6, Stealth 2d6, Percep 2d6, Focus 3d6",35
615,"Cryogonal",12,0,0,0,5,"Medium",7,5,3,10,14,11,0,"Overland 1, Swim 2, Sky 5, Levitate 4, Jump 1/1, Power 6, Intelligence 4, Freezer, Chilled, Naturewalk (Tundra)","Athl 3d6, Acro 3d6, Combat 3d6, Stealth 2d6, Percep 3d6, Focus 2d6",1
616,"Shelmet",1,0,50,50,1,"Small",5,4,9,4,7,3,1,"Overland 4, Swim 2, Jump 1/1, Power 2, Intelligence 3, Underdog","Athl 3d6, Acro 2d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 2d6+1",1
617,"Accelgor",1,0,50,50,3,"Small",8,7,4,10,6,15,0,"Overland 8, Swim 6, Jump 2/3, Power 3, Intelligence 4","Athl 3d6, Acro 5d6+2, Combat 4d6, Stealth 3d6+4, Percep 3d6, Focus 3d6",20
618,"Stunfisk",11,4,50,50,1,"Small",11,7,8,8,10,3,0,"Overland 4, Burrow 3, Swim 3, Jump 1/1, Power 3, Intelligence 3, Tremorsense, Zapper","Athl 2d6+2, Acro 2d6, Combat 1d6, Stealth 4d6+2, Percep 3d6+1, Focus 4d6+1",1
619,"Mienfoo",6,0,50,50,2,"Small",5,9,5,6,5,7,1,"Overland 5, Swim 2, Jump 2/2, Power 4, Intelligence 4, Underdog","Athl 3d6+2, Acro 3d6+1, Combat 3d6, Stealth 3d6, Percep 2d6, Focus 3d6+1",1
620,"Mienshao",6,0,50,50,3,"Medium",7,13,6,10,6,11,0,"Overland 5, Swim 3, Jump 2/3, Power 6, Intelligence 5","Athl 4d6+2, Acro 4d6+1, Combat 4d6+2, Stealth 4d6+1, Percep 3d6, Focus 4d6+1",35
621,"Druddigon",3,0,50,50,5,"Large",8,12,9,6,9,5,0,"Overland 6, Swim 4, Jump 2/2, Power 8, Intelligence 4, Darkvision, Mountable 1","Athl 5d6, Acro 3d6, Combat 4d6+2, Stealth 2d6-1, Percep 3d6, Focus 3d6+2",1
622,"Golett",11,9,0,0,4,"Medium",6,7,6,4,5,4,1,"Overland 5, Swim 2, Jump 1/1, Power 7, Intelligence 4, Darkvision, Underdog","Athl 4d6+2, Acro 2d6, Combat 2d6+2, Stealth 2d6, Percep 3d6+1, Focus 4d6+2",1
623,"Golurk",11,9,0,0,6,"Large",9,12,8,6,8,6,0,"Overland 6, Swim 3, Sky 5, Jump 2/2, Power 14, Intelligence 5, Darkvision, Groundshaper","Athl 5d6+2, Acro 2d6, Combat 4d6+2, Stealth 2d6, Percep 4d6+1, Focus 5d6+2",40
624,"Pawniard",2,17,50,50,1,"Small",5,9,7,4,4,6,1,"Overland 5, Swim 2, Jump 1/1, Power 2, Intelligence 3, Darkvision, Tracker, Stealth, Pack Mon, Underdog","Athl 3d6, Acro 3d6, Combat 3d6, Stealth 4d6+1, Percep 2d6, Focus 2d6+1",1
625,"Bisharp",2,17,50,50,4,"Medium",7,13,10,6,7,7,0,"Overland 7, Swim 4, Jump 1/2, Power 7, Intelligence 4, Darkvision, Tracker, Stealth, Pack Mon","Athl 4d6+1, Acro 4d6+1, Combat 5d6, Stealth 3d6, Percep 3d6, Focus 3d6+2",35
626,"Bouffalant",13,0,50,50,4,"Large",10,11,10,4,10,6,0,"Overland 7, Swim 4, Jump 1/1, Power 7, Intelligence 3, Mountable 1, Pack Mon","Athl 4d6+4, Acro 3d6, Combat 4d6, Stealth 1d6, Percep 3d6, Focus 2d6+2",1
627,"Rufflet",13,8,100,0,1,"Small",7,8,5,4,5,6,1,"Overland 3, Swim 1, Sky 5, Jump 3/3, Power 2, Intelligence 3, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 2d6, Percep 3d6, Focus 2d6",1
628,"Braviary",13,8,100,0,3,"Large",10,12,8,6,8,8,0,"Overland 4, Swim 2, Sky 8, Jump 3/3, Power 6, Intelligence 4","Athl 4d6, Acro 4d6, Combat 4d6, Stealth 2d6, Percep 3d6, Focus 5d6",35
629,"Vullaby",2,8,0,100,1,"Small",7,6,8,5,7,6,1,"Overland 3, Swim 1, Sky 5, Jump 1/1, Power 1, Intelligence 3, Darkvision, Guster, Underdog","Athl 3d6, Acro 2d6, Combat 1d6+1, Stealth 3d6, Percep 2d6, Focus 2d6",1
630,"Mandibuzz",2,8,0,100,3,"Medium",11,7,11,6,10,8,0,"Overland 4, Swim 2, Sky 7, Jump 1/2, Power 3, Intelligence 4, Darkvision, Guster","Athl 4d6+1, Acro 3d6+1, Combat 3d6+2, Stealth 3d6, Percep 5d6, Focus 3d6",30
631,"Heatmor",7,0,50,50,4,"Medium",9,10,7,11,7,7,0,"Overland 5, Swim 3, Burrow 4, Jump 2/2, Power 4, Intelligence 4, Firestarter, Heater, Egg Warmer","Athl 4d6+3, Acro 3d6+2, Combat 3d6, Stealth 3d6+1, Percep 4d6+2, Focus 4d6+2",1
632,"Durant",1,17,50,50,3,"Small",6,11,11,5,5,11,0,"Overland 5, Swim 2, Jump 1/1, Power 5, Intelligence 3, Naturewalk (Grassland, Forest)","Athl 4d6+2, Acro 2d6, Combat 4d6, Stealth 3d6+2, Percep 3d6+2, Focus 4d6+2",1
633,"Deino",2,3,50,50,2,"Small",5,7,5,5,5,4,2,"Overland 5, Swim 2, Jump 1/1, Power 3, Intelligence 2, Blindsense, Underdog","Athl 2d6+2, Acro 2d6, Combat 2d6, Stealth 2d6+1, Percep 1d6-1, Focus 2d6",1
634,"Zweilous",2,3,50,50,4,"Medium",7,9,7,7,7,6,1,"Overland 6, Swim 3, Jump 1/1, Power 4, Intelligence 3, Blindsense, Mind Lock, Underdog","Athl 3d6+2, Acro 2d6, Combat 4d6, Stealth 2d6+1, Percep 3d6+2, Focus 2d6",35
635,"Hydreigon",2,3,50,50,5,"Large",9,11,9,13,9,10,0,"Overland 1, Swim 4, Sky 7, Levitate 5, Jump 2/2, Power 6, Intelligence 5, Blindsense, Mind Lock, Mountable 1","Athl 4d6+2, Acro 3d6, Combat 5d6, Stealth 2d6, Percep 5d6+2, Focus 4d6+1",50
636,"Larvesta",1,7,50,50,3,"Medium",6,9,6,5,6,6,1,"Overland 4, Swim 2, Sky 2, Jump 1/1, Power 2, Intelligence 4, Firestarter, Heater, Egg Warmer, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 2d6+2, Percep 3d6, Focus 3d6",1
637,"Volcarona",1,7,50,50,3,"Large",9,6,7,14,11,10,0,"Overland 2, Swim 3, Sky 7, Jump 1/1, Power 3, Intelligence 5, Firestarter, Heater, Egg Warmer","Athl 3d6, Acro 3d6-1, Combat 3d6, Stealth 1d6+2, Percep 4d6+1, Focus 5d6+2",30
638,"Cobalion",17,6,0,0,6,"Large",9,9,13,9,7,11,0,"Overland 7, Swim 6, Jump 3/3, Power 7, Intelligence 4, Mountable 1","Athl 6d6+6, Acro 4d6+3, Combat 5d6+3, Stealth 4d6, Percep 3d6, Focus 3d6",1
639,"Terrakion",16,6,0,0,6,"Large",9,13,9,7,9,11,0,"Overland 5, Burrow 7, Jump 2/2, Power 7, Intelligence 4, Groundshaper, Mountable 1, Tremorsense","Athl 6d6+3, Acro 3d6, Combat 5d6+3, Stealth 4d6, Percep 4d6, Focus 3d6",1
640,"Virizion",10,6,0,0,6,"Large",9,9,7,9,13,11,0,"Overland 7, Swim 5, Jump 3/3, Power 7, Intelligence 4, Naturewalk (Grassland, Forest), Mountable 1","Athl 4d6+3, Acro 4d6, Combat 5d6+3, Stealth 6d6+3, Percep 4d6, Focus 3d6",1
641,"Tornadus",8,0,0,0,4,"Large",8,12,7,13,8,11,0,"Overland 5, Swim 5, Sky 8, Jump 2/2, Power 6, Intelligence 4, Guster, Zapper","Athl 4d6, Acro 5d6+3, Combat 4d6, Stealth 6d6+3, Percep 4d6, Focus 3d6",1
642,"Thundurus",4,8,0,0,4,"Large",8,12,7,13,8,11,0,"Overland 5, Swim 5, Sky 8, Jump 2/2, Power 6, Intelligence 4, Guster, Zapper","Athl 4d6, Acro 5d6+3, Combat 4d6, Stealth 6d6+3, Percep 4d6, Focus 3d6",1
643,"Reshiram",3,7,0,0,6,"Gigantic",13,12,13,15,12,9,0,"Overland 8, Swim 6, Sky 7, Jump 2/2, Power 10, Intelligence 6, Heater, Egg Warmer, Firestarter, Telepath, Mountable 1","Athl 4d6, Acro 3d6, Combat 4d6, Stealth 2d6, Percep 3d6, Focus 5d6+3",1
644,"Zekrom",3,4,0,0,6,"Gigantic",10,15,12,12,10,9,0,"Overland 8, Swim 6, Sky 7, Jump 2/2, Power 12, Intelligence 5, Glow, Zapper, Telepath, Mountable 1","Athl 5d6+2, Acro 4d6+1, Combat 5d6, Stealth 2d6, Percep 3d6, Focus 3d6",1
645,"Landorus",11,8,0,0,4,"Large",9,13,9,12,8,10,0,"Overland 5, Swim 5, Sky 8, Jump 2/2, Power 6, Intelligence 4, Guster, Groundshaper","Athl 4d6, Acro 5d6+3, Combat 4d6, Stealth 6d6+3, Percep 4d6, Focus 3d6",1
646,"Kyurem",3,12,0,0,6,"Gigantic",13,13,9,13,9,10,0,"Overland 6, Swim 6, Sky 6, Jump 2/2, Power 10, Intelligence 6, Aura Reader, Chilled, Freezer, Telepath, Mountable 1","Athl 6d6, Acro 3d6, Combat 4d6+4, Stealth 3d6, Percep 4d6, Focus 4d6",1
647,"Keldeo",18,6,0,0,3,"Medium",9,7,9,13,9,11,0,"Overland 6, Swim 7, Jump 3/3, Power 4, Intelligence 4, Fountain, Mountable 1","Athl 4d6, Acro 5d6+3, Combat 5d6+3, Stealth 4d6+3, Percep 3d6, Focus 3d6",1
648,"Meloetta",13,15,0,0,1,"Small",10,8,8,13,13,9,0,"Overland 7, Swim 4, Jump 3/3, Power 3, Intelligence 5","Athl 4d6, Acro 4d6, Combat 4d6, Stealth 2d6, Percep 5d6+2, Focus 4d6+2",1
649,"Genesect",1,17,0,0,4,"Large",7,12,10,12,10,10,0,"Overland 7, Swim 5, Sky 7, Jump 2/2, Power 8, Intelligence 5","Athl 3d6+2, Acro 4d6, Combat 4d6, Stealth 4d6, Percep 5d6+2, Focus 4d6",1
650,"Chespin",10,0,87.5,12.5,1,"Small",6,6,7,5,5,4,2,"Overland 4, Swim 2, Jump 1/2, Power 2, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 3d6, Acro 2d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 3d6+1",1
651,"Quilladin",10,0,87.5,12.5,3,"Small",6,8,10,6,6,6,1,"Overland 5, Swim 3, Jump 1/2, Power 3, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 4d6+2, Acro 2d6, Combat 3d6+1, Stealth 2d6, Percep 2d6, Focus 4d6+1",15
652,"Chesnaught",10,6,87.5,12.5,4,"Large",9,11,12,7,8,6,0,"Overland 7, Swim 4, Jump 2/2, Power 7, Intelligence 3, Naturewalk (Grassland, Forest)","Athl 5d6+2, Acro 2d6, Combat 5d6, Stealth 2d6, Percep 3d6, Focus 4d6+1",30
653,"Fennekin",7,0,87.5,12.5,1,"Small",4,5,4,6,6,6,2,"Overland 4, Swim 2, Jump 1/2, Power 2, Intelligence 3, Firestarter, Tracker, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 3d6+2, Focus 3d6+1",1
654,"Braixen",7,0,87.5,12.5,2,"Medium",6,6,6,9,7,7,1,"Overland 6, Swim 2, Jump 2/2, Power 3, Intelligence 4, Firestarter, Tracker, Underdog","Athl 2d6, Acro 2d6, Combat 3d6, Stealth 3d6, Percep 4d6+2, Focus 4d6+1",15
655,"Delphox",7,15,87.5,12.5,3,"Medium",8,7,7,11,10,10,0,"Overland 7, Swim 4, Jump 2/2, Power 4, Intelligence 6, Firestarter, Telekinesis, Telepath, Tracker","Athl 3d6, Acro 2d6, Combat 4d6, Stealth 3d6, Percep 4d6+2, Focus 5d6+2",30
656,"Froakie",18,0,87.5,12.5,1,"Small",4,6,4,6,4,7,2,"Overland 5, Swim 4, Jump 2/2, Power 2, Intelligence 3, Fountain, Gilled, Underdog, Wallclimber","Athl 2d6, Acro 3d6+2, Combat 2d6, Stealth 3d6+2, Percep 2d6+1, Focus 2d6",1
657,"Frogadier",18,0,87.5,12.5,1,"Small",5,6,5,8,6,10,1,"Overland 7, Swim 6, Jump 2/3, Power 2, Intelligence 4, Fountain, Gilled, Underdog, Stealth, Wallclimber","Athl 3d6, Acro 4d6+1, Combat 3d6, Stealth 4d6+2, Percep 3d6+1, Focus 2d6",15
658,"Greninja",18,2,87.5,12.5,3,"Medium",7,10,7,10,7,12,0,"Overland 8, Swim 8, Jump 3/3, Power 3, Intelligence 4, Fountain, Gilled, Stealth, Wallclimber","Athl 4d6, Acro 6d6+2, Combat 4d6, Stealth 5d6+1, Percep 3d6+1, Focus 3d6",30
659,"Bunnelby",13,0,50,50,1,"Small",4,4,4,3,4,6,1,"Overland 4, Swim 2, Jump 1/2, Power 2, Intelligence 3, Underdog","Athl 3d6+1, Acro 3d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 2d6",1
660,"Diggersby",13,11,50,50,3,"Medium",9,6,8,5,8,8,0,"Overland 6, Swim 3, Burrow 5, Jump 2/2, Power 3, Intelligence 4, Groundshaper, Tremorsense","Athl 5d6+2, Acro 3d6, Combat 3d6+2, Stealth 2d6, Percep 3d6, Focus 4d6",20
661,"Fletchling",13,8,50,50,1,"Small",5,5,4,4,4,6,2,"Overland 3, Sky 5, Jump 1/1, Power 1, Intelligence 3, Guster, Underdog","Athl 2d6, Acro 3d6+2, Combat 2d6, Stealth 2d6, Percep 3d6+2, Focus 2d6",1
662,"Fletchinder",7,8,50,50,2,"Small",6,7,6,6,5,8,1,"Overland 3, Sky 7, Jump 2/2, Power 2, Intelligence 3, Firestarter, Guster, Underdog","Athl 3d6, Acro 4d6+2, Combat 3d6, Stealth 2d6, Percep 4d6, Focus 3d6",15
663,"Talonflame",7,8,50,50,2,"Medium",8,8,7,7,7,13,0,"Overland 4, Sky 8, Jump 2/2, Power 4, Intelligence 3, Firestarter, Guster, Mountable 1","Athl 4d6, Acro 5d6+2, Combat 4d6, Stealth 2d6, Percep 4d6+2, Focus 3d6",30
664,"Scatterbug",1,0,50,50,1,"Small",4,4,4,3,3,4,2,"Overland 3, Swim 2, Jump 0/0, Power 1, Intelligence 2, Naturewalk (Grassland, Forest), Threaded, Underdog","Athl 1d6, Acro 2d6, Combat 1d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
665,"Spewpa",1,0,50,50,1,"Small",5,2,6,3,3,3,1,"Overland 2, Swim 1, Jump 0/0, Power 1, Intelligence 3, Naturewalk (Grassland, Forest), Threaded, Underdog","Athl 1d6, Acro 1d6, Combat 1d6, Stealth 3d6+2, Percep 3d6, Focus 3d6",5
